5.73,-9.28,-6.50,0.99,-0.32,-1.47
5.54,-8.40,-5.53,1.12,-0.12,-1.59
5.78,-7.68,-4.54,1.21,0.01,-1.61
5.75,-6.67,-3.84,1.19,0.02,-1.47
5.92,-6.40,-3.50,1.01,-0.12,-1.27
6.56,-6.46,-3.95,0.91,0.32,-0.90
5.92,-5.29,-3.00,0.64,0.18,-0.56
7.16,-5.93,-2.38,0.37,-0.20,-0.22
8.10,-7.08,-3.15,0.26,-0.39,-0.03
8.39,-7.94,-4.25,0.30,-0.32,-0.04
8.07,-7.62,-4.72,0.31,-0.13,-0.09
6.74,-5.94,-1.98,0.26,0.62,-0.40
5.90,-5.88,-1.86,0.05,0.20,-0.09
